"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","第一数量","第一计量单位","第二数量","第二计量单位","美元",
"202411","85414900","其他光敏半导体器件","143","中国台湾","39","其他","17234","个","6","千克","7,093",
"202411","85414900","其他光敏半导体器件","232","摩洛哥","15","进料加工贸易","4000","个","2","千克","616",
"202411","85414900","其他光敏半导体器件","244","南非","10","一般贸易","11250","个","15","千克","5,073",
"202411","85414900","其他光敏半导体器件","302","丹麦","10","一般贸易","210","个","3","千克","3,047",
"202411","85414900","其他光敏半导体器件","303","英国","10","一般贸易","2809526","个","56","千克","170,974",
"202411","85414900","其他光敏半导体器件","303","英国","34","海关特殊监管区域物流货物","1","个","6","千克","99,264",
"202411","85414900","其他光敏半导体器件","304","德国","10","一般贸易","5283535","个","306","千克","1,617,648",
"202411","85414900","其他光敏半导体器件","304","德国","14","来料加工贸易","24000","个","2","千克","3,928",
"202411","85414900","其他光敏半导体器件","304","德国","15","进料加工贸易","272540","个","17","千克","165,908",
"202411","85414900","其他光敏半导体器件","304","德国","33","保税监管场所进出境货物","79007","个","13","千克","20,344",
"202411","85414900","其他光敏半导体器件","304","德国","34","海关特殊监管区域物流货物","985570","个","122","千克","155,364",
"202411","85414900","其他光敏半导体器件","305","法国","10","一般贸易","3003","个","2","千克","590",
"202411","85414900","其他光敏半导体器件","306","爱尔兰","10","一般贸易","2","个","0","千克","2,193",
"202411","85414900","其他光敏半导体器件","306","爱尔兰","39","其他","7","个","0","千克","22",
"202411","85414900","其他光敏半导体器件","307","意大利","10","一般贸易","115263","个","1577","千克","1,580,910",
"202411","85414900","其他光敏半导体器件","307","意大利","15","进料加工贸易","200","个","0","千克","58",
"202411","85414900","其他光敏半导体器件","307","意大利","34","海关特殊监管区域物流货物","1","个","0","千克","79",
"202411","85414900","其他光敏半导体器件","307","意大利","39","其他","9","个","1","千克","293",
"202411","85414900","其他光敏半导体器件","309","荷兰","10","一般贸易","101","个","1","千克","30,321",
"202411","85414900","其他光敏半导体器件","312","西班牙","33","保税监管场所进出境货物","1","个","1","千克","87",
"202411","85414900","其他光敏半导体器件","315","奥地利","14","来料加工贸易","48000","个","1","千克","9,600",
"202411","85414900","其他光敏半导体器件","321","匈牙利","10","一般贸易","514","个","2","千克","223",
"202411","85414900","其他光敏半导体器件","321","匈牙利","15","进料加工贸易","10240","个","53","千克","43,260",
"202411","85414900","其他光敏半导体器件","321","匈牙利","34","海关特殊监管区域物流货物","1","个","0","千克","19",
"202411","85414900","其他光敏半导体器件","327","波兰","10","一般贸易","27","个","2","千克","59,963",
"202411","85414900","其他光敏半导体器件","330","瑞典","10","一般贸易","1","个","0","千克","3,707",
"202411","85414900","其他光敏半导体器件","331","瑞士","10","一般贸易","1337877","个","17","千克","1,321,620",
"202411","85414900","其他光敏半导体器件","331","瑞士","15","进料加工贸易","600585","个","9","千克","666,610",
"202411","85414900","其他光敏半导体器件","331","瑞士","33","保税监管场所进出境货物","4","个","0","千克","485",
"202411","85414900","其他光敏半导体器件","331","瑞士","39","其他","1170","个","1","千克","5,368",
"202411","85414900","其他光敏半导体器件","336","立陶宛","15","进料加工贸易","400","个","4","千克","86,400",
"202411","85414900","其他光敏半导体器件","352","捷克","10","一般贸易","565","个","17","千克","9,178",
"202411","85414900","其他光敏半导体器件","352","捷克","33","保税监管场所进出境货物","1","个","0","千克","104",
"202411","85414900","其他光敏半导体器件","352","捷克","34","海关特殊监管区域物流货物","2500","个","1","千克","999",
"202411","85414900","其他光敏半导体器件","352","捷克","39","其他","3000","个","21","千克","1,140",
"202411","85414900","其他光敏半导体器件","418","多米尼加
","34","海关特殊监管区域物流货物","194","个","48","千克","4,429",
"202411","85414900","其他光敏半导体器件","429","墨西哥","10","一般贸易","183620","个","997","千克","405,358",
"202411","85414900","其他光敏半导体器件","429","墨西哥","14","来料加工贸易","1500","个","0","千克","1,380",
"202411","85414900","其他光敏半导体器件","429","墨西哥","15","进料加工贸易","9190","个","23","千克","17,930",
"202411","85414900","其他光敏半导体器件","429","墨西哥","34","海关特殊监管区域物流货物","859","个","58","千克","11,541",
"202411","85414900","其他光敏半导体器件","501","加拿大","10","一般贸易","1800","个","3","千克","110,568",
"202411","85414900","其他光敏半导体器件","501","加拿大","33","保税监管场所进出境货物","4","个","0","千克","1,448",
"202411","85414900","其他光敏半导体器件","501","加拿大","34","海关特殊监管区域物流货物","1","个","0","千克","316",
"202411","85414900","其他光敏半导体器件","502","美国","10","一般贸易","73886","个","41","千克","695,004",
"202411","85414900","其他光敏半导体器件","502","美国","14","来料加工贸易","3852695","个","28","千克","190,857",
"202411","85414900","其他光敏半导体器件","502","美国","15","进料加工贸易","1624299","个","35","千克","1,906,784",
"202411","85414900","其他光敏半导体器件","502","美国","33","保税监管场所进出境货物","26","个","0","千克","2,101",
"202411","85414900","其他光敏半导体器件","502","美国","34","海关特殊监管区域物流货物","34020","个","8","千克","7,507",
"202411","85414900","其他光敏半导体器件","502","美国","35","海关特殊监管区域进口设备","10","个","0","千克","7,085",
"202411","85414900","其他光敏半导体器件","502","美国","39","其他","399","个","7","千克","9,435",
"202412","85177950","光通信设备的激光收发模块","107","柬埔寨","10","一般贸易","1","千克","0","?","4,005",
"202412","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","1","千克","0","?","7,914",
"202412","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","0","千克","0","?","8,241",
"202412","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","3","千克","0","?","644",
"202412","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","287","千克","0","?","747,872",
"202412","85177950","光通信设备的激光收发模块","116","日本","34","海关特殊监管区域物流货物","2","千克","0","?","20,095",
"202412","85177950","光通信设备的激光收发模块","120","黎巴嫩","10","一般贸易","4","千克","0","?","15,836",
"202412","85177950","光通信设备的激光收发模块","120","黎巴嫩","39","其他","5","千克","0","?","12,464",
"202412","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","2585","千克","0","?","4,027,243",
"202412","85177950","光通信设备的激光收发模块","122","马来西亚","15","进料加工贸易","263","千克","0","?","552,622",
"202412","85177950","光通信设备的激光收发模块","122","马来西亚","33","保税监管场所进出境货物","133","千克","0","?","433,034",
"202412","85177950","光通信设备的激光收发模块","122","马来西亚","34","海关特殊监管区域物流货物","387","千克","0","?","501,732",
"202412","85177950","光通信设备的激光收发模块","122","马来西亚","35","海关特殊监管区域进口设备","1","千克","0","?","22,757",
"202412","85177950","光通信设备的激光收发模块","122","马来西亚","39","其他","10","千克","0","?","21,051",
"202412","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","1268","千克","0","?","3,504,874",
"202412","85177950","光通信设备的激光收发模块","129","菲律宾","15","进料加工贸易","83","千克","0","?","61,274",
"202412","85177950","光通信设备的激光收发模块","129","菲律宾","34","海关特殊监管区域物流货物","163","千克","0","?","394,786",
"202412","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","1","千克","0","?","101",
"202412","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","0","千克","0","?","18",
"202412","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","15","千克","0","?","85,762",
"202412","85177950","光通信设备的激光收发模块","133","韩国","34","海关特殊监管区域物流货物","3","千克","0","?","6,790",
"202412","85177950","光通信设备的激光收发模块","136","泰国","10","一般贸易","2065","千克","0","?","10,524,920",
"202412","85177950","光通信设备的激光收发模块","136","泰国","15","进料加工贸易","106","千克","0","?","163,261",
"202412","85177950","光通信设备的激光收发模块","136","泰国","33","保税监管场所进出境货物","134","千克","0","?","1,873,252",
"202412","85177950","光通信设备的激光收发模块","136","泰国","34","海关特殊监管区域物流货物","1150","千克","0","?","12,190,491",
"202412","85177950","光通信设备的激光收发模块","136","泰国","39","其他","21","千克","0","?","46,883",
"202412","85177950","光通信设备的激光收发模块","141","越南","10","一般贸易","6","千克","0","?","9,970",
"202412","85177950","光通信设备的激光收发模块","141","越南","14","来料加工贸易","16","千克","0","?","15,529",
"202412","85177950","光通信设备的激光收发模块","141","越南","15","进料加工贸易","20","千克","0","?","36,853",
"202412","85177950","光通信设备的激光收发模块","141","越南","33","保税监管场所进出境货物","1","千克","0","?","58,162",
"202412","85177950","光通信设备的激光收发模块","141","越南","34","海关特殊监管区域物流货物","6681","千克","0","?","447,138",
"202412","85177950","光通信设备的激光收发模块","142","中国","10","一般贸易","4025","千克","0","?","18,756,584",
"202412","85177950","光通信设备的激光收发模块","142","中国","14","来料加工贸易","6","千克","0","?","16,954",
"202412","85177950","光通信设备的激光收发模块","142","中国","15","进料加工贸易","361","千克","0","?","317,025",
"202412","85177950","光通信设备的激光收发模块","142","中国","33","保税监管场所进出境货物","194","千克","0","?","1,116,776",
"202412","85177950","光通信设备的激光收发模块","142","中国","34","海关特殊监管区域物流货物","463","千克","0","?","840,634",
"202412","85177950","光通信设备的激光收发模块","142","中国","39","其他","68","千克","0","?","160,863",
"202412","85177950","光通信设备的激光收发模块","143","中国台湾","10","一般贸易","801","千克","0","?","757,093",
"202412","85177950","光通信设备的激光收发模块","143","中国台湾","15","进料加工贸易","115","千克","0","?","165,265",
"202412","85177950","光通信设备的激光收发模块","143","中国台湾","34","海关特殊监管区域物流货物","17","千克","0","?","22,184",
"202412","85177950","光通信设备的激光收发模块","143","中国台湾","39","其他","6","千克","0","?","6,499",
"202412","85177950","光通信设备的激光收发模块","303","英国","10","一般贸易","7","千克","0","?","30,529",
"202412","85177950","光通信设备的激光收发模块","303","英国","15","进料加工贸易","8","千克","0","?","11,465",
"202412","85177950","光通信设备的激光收发模块","303","英国","34","海关特殊监管区域物流货物","0","千克","0","?","1,626",
"202412","85177950","光通信设备的激光收发模块","304","德国","10","一般贸易","62","千克","0","?","74,057",
"202412","85177950","光通信设备的激光收发模块","304","德国","14","来料加工贸易","132","千克","0","?","62,514",
"202412","85177950","光通信设备的激光收发模块","304","德国","39","其他","0","千克","0","?","193",
"202412","85177950","光通信设备的激光收发模块","305","法国","10","一般贸易","2","千克","0","?","360,436",
"202412","85177950","光通信设备的激光收发模块","306","爱尔兰","10","一般贸易","0","千克","0","?","11",
"202412","85177950","光通信设备的激光收发模块","307","意大利","10","一般贸易","1","千克","0","?","6,179",
"202412","85177950","光通信设备的激光收发模块","309","荷兰","10","一般贸易","99","千克","0","?","39,426",
"202412","85177950","光通信设备的激光收发模块","312","西班牙","10","一般贸易","4","千克","0","?","1,390",
"202412","85177950","光通信设备的激光收发模块","315","奥地利","10","一般贸易","2","千克","0","?","34,097",
"202412","85177950","光通信设备的激光收发模块","326","挪威","10","一般贸易","17","千克","0","?","48,792",
"202412","85177950","光通信设备的激光收发模块","328","罗马尼亚","10","一般贸易","0","千克","0","?","51,511",
"202412","85177950","光通信设备的激光收发模块","331","瑞士","10","一般贸易","1","千克","0","?","5,007",
"202412","85177950","光通信设备的激光收发模块","331","瑞士","39","其他","0","千克","0","?","1,116",
"202412","85177950","光通信设备的激光收发模块","347","乌克兰","10","一般贸易","4","千克","0","?","320",
"202412","85177950","光通信设备的激光收发模块","429","墨西哥","10","一般贸易","405","千克","0","?","324,131",
"202412","85177950","光通信设备的激光收发模块","429","墨西哥","15","进料加工贸易","96","千克","0","?","307,359",
"202412","85177950","光通信设备的激光收发模块","501","加拿大","10","一般贸易","11","千克","0","?","262,829",
"202412","85177950","光通信设备的激光收发模块","502","美国","10","一般贸易","32","千克","0","?","151,448",
"202412","85177950","光通信设备的激光收发模块","502","美国","15","进料加工贸易","13","千克","0","?","21,894",
"202412","85177950","光通信设备的激光收发模块","502","美国","33","保税监管场所进出境货物","1","千克","0","?","4,461",
"202412","85177950","光通信设备的激光收发模块","502","美国","34","海关特殊监管区域物流货物","0","千克","0","?","201",
"202412","85177950","光通信设备的激光收发模块","502","美国","35","海关特殊监管区域进口设备","0","千克","0","?","202",
"202412","85177950","光通信设备的激光收发模块","502","美国","39","其他","12","千克","0","?","7,192",
"202412","85177950","光通信设备的激光收发模块","601","澳大利亚","10","一般贸易","3","千克","0","?","15,562",
"202412","85177950","光通信设备的激光收发模块","609","新西兰","10","一般贸易","1","千克","0","?","21,982",
"202412","85177990","品目85.17所列设备用其他零件","103","孟加拉国","33","保税监管场所进出境货物","1","千克","0","?","60",
"202412","85177990","品目85.17所列设备用其他零件","106","缅甸","10","一般贸易","358","千克","0","?","28,814",
"202412","85177990","品目85.17所列设备用其他零件","107","柬埔寨","10","一般贸易","121","千克","0","?","278,733",
"202412","85177990","品目85.17所列设备用其他零件","107","柬埔寨","34","海关特殊监管区域物流货物","8","千克","0","?","29,131",
"202412","85177990","品目85.17所列设备用其他零件","107","柬埔寨","39","其他","5","千克","0","?","537",
"202412","85177990","品目85.17所列设备用其他零件","110","中国香港","10","一般贸易","19","千克","0","?","615,083",
"202412","85177990","品目85.17所列设备用其他零件","110","中国香港","39","其他","0","千克","0","?","4,210",
"202412","85177990","品目85.17所列设备用其他零件","111","印度","10","一般贸易","1986","千克","0","?","361,222",
"202412","85177990","品目85.17所列设备用其他零件","111","印度","15","进料加工贸易","578","千克","0","?","270,351",
"202412","85177990","品目85.17所列设备用其他零件","111","印度","33","保税监管场所进出境货物","5","千克","0","?","3,696",
"202412","85177990","品目85.17所列设备用其他零件","111","印度","34","海关特殊监管区域物流货物","17237","千克","0","?","1,298,601",
"202412","85177990","品目85.17所列设备用其他零件","111","印度","39","其他","153","千克","0","?","28,333",
"202412","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","10","一般贸易","117","千克","0","?","91,268",
"202412","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","15","进料加工贸易","2","千克","0","?","324",
"202412","85177990","品目85.17所列设备用其他零件","112","印度尼西亚","33","保税监管场所进出境货物","0","千克","0","?","111",
"202412","85177990","品目85.17所列设备用其他零件","115","以色列","10","一般贸易","168","千克","0","?","274,285",
"202412","85177990","品目85.17所列设备用其他零件","115","以色列","15","进料加工贸易","6","千克","0","?","16,710",
"202412","85177990","品目85.17所列设备用其他零件","115","以色列","33","保税监管场所进出境货物","10","千克","0","?","3,842",
"202412","85177990","品目85.17所列设备用其他零件","115","以色列","34","海关特殊监管区域物流货物","1","千克","0","?","5,208",
"202412","85177990","品目85.17所列设备用其他零件","115","以色列","39","其他","299","千克","0","?","91,656",
"202412","85177990","品目85.17所列设备用其他零件","116","日本","10","一般贸易","5739","千克","0","?","10,902,671",
"202412","85177990","品目85.17所列设备用其他零件","116","日本","14","来料加工贸易","150","千克","0","?","14,987",
"202412","85177990","品目85.17所列设备用其他零件","116","日本","15","进料加工贸易","1043","千克","0","?","3,576,623",
"202412","85177990","品目85.17所列设备用其他零件","116","日本","33","保税监管场所进出境货物","382","千克","0","?","344,293",
"202412","85177990","品目85.17所列设备用其他零件","116","日本","34","海关特殊监管区域物流货物","707","千克","0","?","2,060,280",
"202412","85177990","品目85.17所列设备用其他零件","116","日本","39","其他","18","千克","0","?","28,102",
"202412","85177990","品目85.17所列设备用其他零件","119","老挝","10","一般贸易","43","千克","0","?","7,429",
"202412","85177990","品目85.17所列设备用其他零件","122","马来西亚","10","一般贸易","5427","千克","0","?","21,106,045",
"202412","85177990","品目85.17所列设备用其他零件","122","马来西亚","14","来料加工贸易","4","千克","0","?","2,590",
"202412","85177990","品目85.17所列设备用其他零件","122","马来西亚","15","进料加工贸易","3524","千克","0","?","24,204,279",
"202412","85177990","品目85.17所列设备用其他零件","122","马来西亚","33","保税监管场所进出境货物","153","千克","0","?","177,705",
"202412","85177990","品目85.17所列设备用其他零件","122","马来西亚","34","海关特殊监管区域物流货物","1332","千克","0","?","325,541",
"202412","85177990","品目85.17所列设备用其他零件","122","马来西亚","39","其他","251","千克","0","?","87,416",
"202412","85177990","品目85.17所列设备用其他零件","129","菲律宾","10","一般贸易","1039","千克","0","?","1,554,667",
"202412","85177990","品目85.17所列设备用其他零件","129","菲律宾","15","进料加工贸易","255","千克","0","?","341,171",
"202412","85177990","品目85.17所列设备用其他零件","129","菲律宾","33","保税监管场所进出境货物","43","千克","0","?","22,787",
"202412","85177990","品目85.17所列设备用其他零件","129","菲律宾","34","海关特殊监管区域物流货物","424","千克","0","?","1,121,605",
"202412","85177990","品目85.17所列设备用其他零件","129","菲律宾","39","其他","2","千克","0","?","1,144",
"202412","85177990","品目85.17所列设备用其他零件","132","新加坡","10","一般贸易","1697","千克","0","?","1,783,574",
"202412","85177990","品目85.17所列设备用其他零件","132","新加坡","15","进料加工贸易","883","千克","0","?","91,923",
"202412","85177990","品目85.17所列设备用其他零件","132","新加坡","33","保税监管场所进出境货物","812","千克","0","?","104,355",
"202412","85177990","品目85.17所列设备用其他零件","132","新加坡","34","海关特殊监管区域物流货物","88","千克","0","?","11,753",
"202412","85177990","品目85.17所列设备用其他零件","132","新加坡","39","其他","47","千克","0","?","10,766",
"202412","85177990","品目85.17所列设备用其他零件","133","韩国","10","一般贸易","3983","千克","0","?","2,121,676",
"202412","85177990","品目85.17所列设备用其他零件","133","韩国","14","来料加工贸易","494","千克","0","?","28,635",
"202412","85177990","品目85.17所列设备用其他零件","133","韩国","15","进料加工贸易","2575","千克","0","?","19,191,176",
"202412","85177990","品目85.17所列设备用其他零件","133","韩国","33","保税监管场所进出境货物","926","千克","0","?","58,564",
"202412","85177990","品目85.17所列设备用其他零件","133","韩国","34","海关特殊监管区域物流货物","515","千克","0","?","71,857",
"202412","85177990","品目85.17所列设备用其他零件","133","韩国","35","海关特殊监管区域进口设备","0","千克","0","?","333",
"202412","85177990","品目85.17所列设备用其他零件","133","韩国","39","其他","344","千克","0","?","49,878",
"202412","85177990","品目85.17所列设备用其他零件","134","斯里兰卡","15","进料加工贸易","0","千克","0","?","578",
"202412","85177990","品目85.17所列设备用其他零件","136","泰国","10","一般贸易","4259","千克","0","?","8,206,919",
"202412","85177990","品目85.17所列设备用其他零件","136","泰国","14","来料加工贸易","8","千克","0","?","25,639",
"202412","85177990","品目85.17所列设备用其他零件","136","泰国","15","进料加工贸易","347","千克","0","?","2,560,092",
"202412","85177990","品目85.17所列设备用其他零件","136","泰国","33","保税监管场所进出境货物","122","千克","0","?","642,598",
"202412","85177990","品目85.17所列设备用其他零件","136","泰国","34","海关特殊监管区域物流货物","1027","千克","0","?","4,845,077",
"202412","85177990","品目85.17所列设备用其他零件","136","泰国","35","海关特殊监管区域进口设备","0","千克","0","?","608",
"202412","85177990","品目85.17所列设备用其他零件","136","泰国","39","其他","33","千克","0","?","19,740",
"202412","85177990","品目85.17所列设备用其他零件","137","土耳其","10","一般贸易","66","千克","0","?","21,180",
"202412","85177990","品目85.17所列设备用其他零件","137","土耳其","33","保税监管场所进出境货物","190","千克","0","?","11,200",
"202412","85177990","品目85.17所列设备用其他零件","138","阿联酋","10","一般贸易","2","千克","0","?","1,700",
"202412","85177990","品目85.17所列设备用其他零件","138","阿联酋","34","海关特殊监管区域物流货物","11","千克","0","?","300",
"202412","85177990","品目85.17所列设备用其他零件","138","阿联酋","39","其他","17","千克","0","?","1,588",
"202412","85177990","品目85.17所列设备用其他零件","141","越南","10","一般贸易","14136","千克","0","?","1,686,230",
"202412","85177990","品目85.17所列设备用其他零件","141","越南","14","来料加工贸易","44","千克","0","?","250,408",
"202412","85177990","品目85.17所列设备用其他零件","141","越南","15","进料加工贸易","6215","千克","0","?","17,494,149",
"202412","85177990","品目85.17所列设备用其他零件","141","越南","33","保税监管场所进出境货物","228","千克","0","?","267,690",
"202412","85177990","品目85.17所列设备用其他零件","141","越南","34","海关特殊监管区域物流货物","105152","千克","0","?","19,681,394",
"202412","85177990","品目85.17所列设备用其他零件","141","越南","39","其他","81","千克","0","?","52,119",
"202412","85177990","品目85.17所列设备用其他零件","142","中国","10","一般贸易","142713","千克","0","?","30,634,743",
"202412","85177990","品目85.17所列设备用其他零件","142","中国","14","来料加工贸易","9253","千克","0","?","1,180,296",
"202412","85177990","品目85.17所列设备用其他零件","142","中国","15","进料加工贸易","190864","千克","0","?","30,163,717",
"202412","85177990","品目85.17所列设备用其他零件","142","中国","33","保税监管场所进出境货物","81318","千克","0","?","4,892,974",
"202412","85177990","品目85.17所列设备用其他零件","142","中国","34","海关特殊监管区域物流货物","23890","千克","0","?","2,606,156",
"202412","85177990","品目85.17所列设备用其他零件","142","中国","35","海关特殊监管区域进口设备","0","千克","0","?","1,024",
"202412","85177990","品目85.17所列设备用其他零件","142","中国","39","其他","2705","千克","0","?","185,037",
"202412","85177990","品目85.17所列设备用其他零件","143","中国台湾","10","一般贸易","10975","千克","0","?","5,083,477",
"202412","85177990","品目85.17所列设备用其他零件","143","中国台湾","14","来料加工贸易","466","千克","0","?","24,003",
"202412","85177990","品目85.17所列设备用其他零件","143","中国台湾","15","进料加工贸易","39304","千克","0","?","18,635,513",
"202412","85177990","品目85.17所列设备用其他零件","143","中国台湾","33","保税监管场所进出境货物","270","千克","0","?","107,754",
"202412","85177990","品目85.17所列设备用其他零件","143","中国台湾","34","海关特殊监管区域物流货物","2287","千克","0","?","125,852",
"202412","85177990","品目85.17所列设备用其他零件","143","中国台湾","35","海关特殊监管区域进口设备","1","千克","0","?","516",
"202412","85177990","品目85.17所列设备用其他零件","143","中国台湾","39","其他","22","千克","0","?","13,289",
"202412","85177990","品目85.17所列设备用其他零件","244","南非","10","一般贸易","4","千克","0","?","10,736",
"202412","85177990","品目85.17所列设备用其他零件","249","突尼斯","10","一般贸易","1","千克","0","?","343",
"202412","85177990","品目85.17所列设备用其他零件","301","比利时","10","一般贸易","0","千克","0","?","300",
"202412","85177990","品目85.17所列设备用其他零件","301","比利时","15","进料加工贸易","25","千克","0","?","221",
"202412","85177990","品目85.17所列设备用其他零件","301","比利时","39","其他","6","千克","0","?","7,225",
"202412","85177990","品目85.17所列设备用其他零件","302","丹麦","10","一般贸易","2489","千克","0","?","550,258",
"202412","85177990","品目85.17所列设备用其他零件","302","丹麦","15","进料加工贸易","0","千克","0","?","82,882",
"202412","85177990","品目85.17所列设备用其他零件","302","丹麦","33","保税监管场所进出境货物","22","千克","0","?","6,174",
"202412","85177990","品目85.17所列设备用其他零件","302","丹麦","34","海关特殊监管区域物流货物","708","千克","0","?","16,556",
"202412","85177990","品目85.17所列设备用其他零件","303","英国","10","一般贸易","2091","千克","0","?","664,214",
"202412","85177990","品目85.17所列设备用其他零件","303","英国","15","进料加工贸易","136","千克","0","?","126,707",
"202412","85177990","品目85.17所列设备用其他零件","303","英国","33","保税监管场所进出境货物","260","千克","0","?","32,834",
"202412","85177990","品目85.17所列设备用其他零件","303","英国","34","海关特殊监管区域物流货物","115","千克","0","?","82,193",
"202412","85177990","品目85.17所列设备用其他零件","303","英国","39","其他","11","千克","0","?","143,763",
"202412","85177990","品目85.17所列设备用其他零件","304","德国","10","一般贸易","6089","千克","0","?","2,795,682",
"202412","85177990","品目85.17所列设备用其他零件","304","德国","14","来料加工贸易","26","千克","0","?","20,004",
"202412","85177990","品目85.17所列设备用其他零件","304","德国","15","进料加工贸易","1180","千克","0","?","328,296",
"202412","85177990","品目85.17所列设备用其他零件","304","德国","33","保税监管场所进出境货物","591","千克","0","?","51,013",
"202412","85177990","品目85.17所列设备用其他零件","304","德国","34","海关特殊监管区域物流货物","155","千克","0","?","33,919",
"202412","85177990","品目85.17所列设备用其他零件","304","德国","35","海关特殊监管区域进口设备","33","千克","0","?","87,408",
"202412","85177990","品目85.17所列设备用其他零件","304","德国","39","其他","100","千克","0","?","15,895",
"202412","85177990","品目85.17所列设备用其他零件","305","法国","10","一般贸易","868","千克","0","?","2,071,290",
"202412","85177990","品目85.17所列设备用其他零件","305","法国","15","进料加工贸易","67","千克","0","?","1,157,124",
"202412","85177990","品目85.17所列设备用其他零件","305","法国","33","保税监管场所进出境货物","3","千克","0","?","54,689",
"202412","85177990","品目85.17所列设备用其他零件","305","法国","34","海关特殊监管区域物流货物","73","千克","0","?","14,758",
"202412","85177990","品目85.17所列设备用其他零件","305","法国","39","其他","0","千克","0","?","750",
"202412","85177990","品目85.17所列设备用其他零件","306","爱尔兰","10","一般贸易","54","千克","0","?","140,284",
"202412","85177990","品目85.17所列设备用其他零件","307","意大利","10","一般贸易","592","千克","0","?","301,053",
"202412","85177990","品目85.17所列设备用其他零件","307","意大利","15","进料加工贸易","1686","千克","0","?","11,016",
"202412","85177990","品目85.17所列设备用其他零件","307","意大利","33","保税监管场所进出境货物","80","千克","0","?","34,950",
"202412","85177990","品目85.17所列设备用其他零件","307","意大利","34","海关特殊监管区域物流货物","11","千克","0","?","73,826",
"202412","85177990","品目85.17所列设备用其他零件","307","意大利","39","其他","5","千克","0","?","7,193",
"202412","85177990","品目85.17所列设备用其他零件","309","荷兰","10","一般贸易","2","千克","0","?","6,635",
"202412","85177990","品目85.17所列设备用其他零件","309","荷兰","15","进料加工贸易","23","千克","0","?","340",
"202412","85177990","品目85.17所列设备用其他零件","309","荷兰","33","保税监管场所进出境货物","435","千克","0","?","60,332",
"202412","85177990","品目85.17所列设备用其他零件","309","荷兰","34","海关特殊监管区域物流货物","8","千克","0","?","3,936",
"202412","85177990","品目85.17所列设备用其他零件","310","希腊","10","一般贸易","8","千克","0","?","6,813",
"202412","85177990","品目85.17所列设备用其他零件","310","希腊","33","保税监管场所进出境货物","1703","千克","0","?","61,344",
"202412","85177990","品目85.17所列设备用其他零件","310","希腊","34","海关特殊监管区域物流货物","84","千克","0","?","2,763",
"202412","85177990","品目85.17所列设备用其他零件","311","葡萄牙","10","一般贸易","2","千克","0","?","503",
"202412","85177990","品目85.17所列设备用其他零件","311","葡萄牙","33","保税监管场所进出境货物","15","千克","0","?","3,991",
"202412","85177990","品目85.17所列设备用其他零件","311","葡萄牙","34","海关特殊监管区域物流货物","31","千克","0","?","5,532",
"202412","85177990","品目85.17所列设备用其他零件","312","西班牙","10","一般贸易","10","千克","0","?","16,640",
"202412","85177990","品目85.17所列设备用其他零件","312","西班牙","15","进料加工贸易","5","千克","0","?","741",
"202412","85177990","品目85.17所列设备用其他零件","315","奥地利","10","一般贸易","522","千克","0","?","740,984",
"202412","85177990","品目85.17所列设备用其他零件","315","奥地利","15","进料加工贸易","48","千克","0","?","346,898",
"202412","85177990","品目85.17所列设备用其他零件","315","奥地利","34","海关特殊监管区域物流货物","1","千克","0","?","1,210",
"202412","85177990","品目85.17所列设备用其他零件","315","奥地利","39","其他","93","千克","0","?","21,559",
"202412","85177990","品目85.17所列设备用其他零件","316","保加利亚","10","一般贸易","844","千克","0","?","24,922",
"202412","85177990","品目85.17所列设备用其他零件","318","芬兰","10","一般贸易","591","千克","0","?","179,196",
"202412","85177990","品目85.17所列设备用其他零件","318","芬兰","34","海关特殊监管区域物流货物","4039","千克","0","?","971,402",
"202412","85177990","品目85.17所列设备用其他零件","318","芬兰","39","其他","50","千克","0","?","8,497",
"202412","85177990","品目85.17所列设备用其他零件","321","匈牙利","10","一般贸易","1327","千克","0","?","172,473",
"202412","85177990","品目85.17所列设备用其他零件","321","匈牙利","15","进料加工贸易","125","千克","0","?","277,677",
"202412","85177990","品目85.17所列设备用其他零件","321","匈牙利","34","海关特殊监管区域物流货物","5838","千克","0","?","488,826",
"202412","85177990","品目85.17所列设备用其他零件","321","匈牙利","39","其他","6","千克","0","?","9,835",
"202412","85177990","品目85.17所列设备用其他零件","324","马耳他","10","一般贸易","1","千克","0","?","1,689",
"202412","85177990","品目85.17所列设备用其他零件","326","挪威","10","一般贸易","0","千克","0","?","8,284",
"202412","85177990","品目85.17所列设备用其他零件","326","挪威","33","保税监管场所进出境货物","362","千克","0","?","77,078",
"202412","85177990","品目85.17所列设备用其他零件","327","波兰","10","一般贸易","9591","千克","0","?","1,078,496",
"202412","85177990","品目85.17所列设备用其他零件","327","波兰","15","进料加工贸易","2","千克","0","?","3,530",
