hit_id,公司,cell_id,来源,引语或线索摘要,处置,理由,会话日期
立昂微+ANY+605358__em_立昂微_em__2025_立昂微2025年年度报告.pdf,立昂微,ANY,扫描,VCSEL为主要产品且规模量产（激光雷达/3D传感确证），但数通口径两处矛盾：产品介绍将'数据中心光互联'列为VCSEL应用场景，经营讨论却称'搭建起850nm-1060nm波段的,驳回-证据不足,"驳回-证据不足:数通口径两处矛盾(产品介绍列数据中心光互联vs经营讨论仅850-1060nm/10Gbps支撑),e互动无相关问答;可重启:数通VCSEL出货披露",2026-07-30
精测电子+D12+300567__em_精测电子_em__2024_2024年年度报告.pdf,精测电子,D12,扫描,主营显示/半导体/新能源检测：AOI面向显示面板，老化/ATE面向Memory/HBM/逻辑芯片(封测客户)，均无光通信应用或客户自述，按EQ加严为相邻能力观察；D12命中为AR ,驳回-证据不足,主营显示/半导体/新能源检测：AOI面向显示面板，老化/ATE面向Memory/HBM/逻辑芯片(封测客户)，均无光通信应用或客户自述，按EQ加严为相邻能力观察；D12命中为AR DisplayEngine光引擎的检测业,2026-07-26
紫光国微+ANY+002049__em_紫光国微_em__2025_2025年年度报告.pdf,紫光国微,ANY,扫描,命中为石英晶体频率器件（晶振）受益于光模块等市场需求——晶振在39格骨架无对应格，光模块仅为下游市场列举,已入点,"命中为石英晶体频率器件（晶振）受益于光模块等市场需求——晶振在39格骨架无对应格，光模块仅为下游市场列举｜2026-08-23:C7开格后参与问题由P274承载(证据为2026-08-19投关表量产自述,非本行年报下游列举口径);原""树无格""驳回理由随开格失效",2026-08-23
纳芯微+ANY+688052__em_纳芯微_em__2025_2025年年度报告.pdf,纳芯微,ANY,扫描,'光模块DSP、激光驱动器等通信接口芯片支撑800G/1.6T'为AI服务器行业趋势段落（主语为行业/国产厂商），非自家产品出货主张。可重启条件：自家光模块用驱动/接口芯片量产出货,驳回-证据不足,'光模块DSP、激光驱动器等通信接口芯片支撑800G/1.6T'为AI服务器行业趋势段落（主语为行业/国产厂商），非自家产品出货主张。可重启条件：自家光模块用驱动/接口芯片量产出货披露,2026-07-26
罗博特科+C4+300757__em_罗博特科_em__2025_2025年年度报告.pdf,罗博特科,EQ4,扫描,"""其生产的设备主要用于光子元器件的微组装及测试，包括硅光芯片、量子器件、光模块、激光雷达、大功率激光器、光学传感器、生物传感器的耦合、封装和测""",已入点,"入2格:EQ4,EQ7",2026-07-26
美芯晟+C2+688458__em_美芯晟_em__2025_2025年年度报告.pdf,美芯晟,C2,扫描,C2 VCSEL命中为释义表条目；公司为光传感/电源管理芯片设计，无VCSEL制造主张,驳回-非本格,C2 VCSEL命中为释义表条目；公司为光传感/电源管理芯片设计，无VCSEL制造主张,2026-07-26
美迪凯+C4+688079__em_美迪凯_em__2025_杭州美迪凯光电科技股份有限公司2,美迪凯,C4,扫描,D7候选：'公司开发了衍射光学元件（DOE）、匀光片、微透镜阵列（MLA）、晶圆光学模组及光学晶圆微封装等产品，部分已开始小批量生产，主要应用于通信、消费电子（包括智能手机、智能穿,驳回-证据不足,"驳回-证据不足:法拉第旋光片明答非业务板块(2025-11-28);微透镜阵列/半导体光学供AR/MR等,无光通信应用自述;相邻能力观察",2026-07-30
翔腾新材+EQ6+001373__em_翔腾新材_em__2025_2025年年度报告.pdf,翔腾新材,EQ6,扫描,显示用光学膜材加工企业，AOI为自有产线检测工序（自用设备），显示制造语义撞词,驳回-非本格,显示用光学膜材加工企业，AOI为自有产线检测工序（自用设备），显示制造语义撞词,2026-07-26
翰博高新+ANY+301321__em_翰博高新_em__2025_2025年年度报告.pdf,翰博高新,ANY,扫描,'背光模块'异业撞词（显示背光模组），AOI命中为自购设备导入产线（三角色测试=买它/用它）,驳回-非本格,'背光模块'异业撞词（显示背光模组），AOI命中为自购设备导入产线（三角色测试=买它/用它）,2026-07-26
联创电子+ANY+002036__em_联创电子_em__2025_2025年年度报告.pdf,联创电子,ANY,扫描,'光模块阵列硅透镜项目'研发表内'A样打样中…完成技术储备，为获得客户订单奠定基础'（'量产订单'系相邻内窥镜项目条目）。D7可重启条件：阵列硅透镜量产订单披露,驳回-证据不足,'光模块阵列硅透镜项目'研发表内'A样打样中…完成技术储备，为获得客户订单奠定基础'（'量产订单'系相邻内窥镜项目条目）。D7可重启条件：阵列硅透镜量产订单披露,2026-07-26
联动科技+EQ7+301369__em_联动科技_em__2025_2025年年度报告.pdf,联动科技,EQ7,扫描,半导体测试机/分选机厂商但命中仅为分选机释义表条目，语料无光通信/光器件测试应用自述（EQ加严：相邻能力观察）。可重启条件：测试系统获光芯片/光器件客户应用披露,驳回-证据不足,半导体测试机/分选机厂商但命中仅为分选机释义表条目，语料无光通信/光器件测试应用自述（EQ加严：相邻能力观察）。可重启条件：测试系统获光芯片/光器件客户应用披露,2026-07-26
联得装备+EQ5+300545__em_联得装备_em__2025_2025年年度报告.pdf,联得装备,EQ5,扫描,EQ3/EQ5候选：'高速共晶固晶机…研发并形成销售订单'、'高精度驱动芯片键合设备已实现出货'，但应用均为显示芯片/引线框架，无光通信客户或光器件应用自述，设备格加严不入(相邻能,驳回-证据不足,EQ3/EQ5候选：'高速共晶固晶机…研发并形成销售订单'、'高精度驱动芯片键合设备已实现出货'，但应用均为显示芯片/引线框架，无光通信客户或光器件应用自述，设备格加严不入(相邻能力观察)。可重启条件：披露光器件/光模块,2026-07-26
联特科技+C4+301205__em_联特科技_em__2025_2025年年度报告.pdf,联特科技,MOD1,扫描,"""基于单波100G的800G/400G产品已完成多技术方案的开发，并实现规模化量产""",已入点,"入2格:MOD1,MOD3",2026-07-26
聚灿光电+ANY+300708__em_聚灿光电_em__2025_2025年年度报告.pdf,聚灿光电,ANY,扫描,主业LED芯片；VCSEL命中窗为同业公司（富采投控）产品描述，GaAs外延为MiniLED红黄光用途，MOCVD为释义表/专利名，均非光通信自家能力主张,驳回-非本格,主业LED芯片；VCSEL命中窗为同业公司（富采投控）产品描述，GaAs外延为MiniLED红黄光用途，MOCVD为释义表/专利名，均非光通信自家能力主张,2026-07-26
聚辰股份+ANY+688123__em_聚辰股份_em__2025_聚辰股份2025年年度报告.p,聚辰股份,ANY,扫描,EEPROM应用于高速光模块且份额提升，但EEPROM不在C5格枚举芯片内；建议作观察记录不入格,驳回-非本格,EEPROM应用于高速光模块且份额提升，但EEPROM不在C5格枚举芯片内；建议作观察记录不入格,2026-07-26
聚飞光电+C2+300303__em_聚飞光电_em__2025_2025年年度报告.pdf,聚飞光电,C2,扫描,"(草案入点,全部格已在册)",已入点,"已在册1格,本轮确认",2026-07-26
胜宏科技+ANY+300476__em_胜宏科技_em__2025_2025年年度报告.pdf,胜宏科技,ANY,扫描,研发项目表'光传输光模块电路板研发 进行中'为在研状态非量产供货。可重启条件:光模块PCB量产/批量交付披露(B1),驳回-证据不足,研发项目表'光传输光模块电路板研发 进行中'为在研状态非量产供货。可重启条件:光模块PCB量产/批量交付披露(B1),2026-07-26
腾景科技+C1+688195__em_腾景科技_em__2025_腾景科技2025年年度报告.p,腾景科技,D11,扫描,"""公司的数据中心高速光模块用CWDM滤光片、应用于WSS模块/OCS光交换机的光学元组件、非球透镜、高功率镀膜光纤线等产品，在细分领域具有较高""",已入点,"入3格:D11,D12,EQ7",2026-07-26
至正股份+ANY+603991__em_至正股份_em__2025_2025年年度报告.pdf,至正股份,ANY,扫描,生产销售的是半导体后道先进封装设备（清洗机/刻蚀机/涂胶显影机等），无光通信/光器件应用或客户自述（EQ加严：相邻能力观察）。可重启条件：披露设备进入光芯片/光器件封装产线,驳回-证据不足,生产销售的是半导体后道先进封装设备（清洗机/刻蚀机/涂胶显影机等），无光通信/光器件应用或客户自述（EQ加严：相邻能力观察）。可重启条件：披露设备进入光芯片/光器件封装产线,2026-07-26
至纯科技+ANY+603690__em_至纯科技_em__2025_2025年年度报告.pdf,至纯科技,ANY,扫描,半导体湿法设备商；硅光命中为政府补助科目名'基于硅光通信的高功率半导体激光器'(与资产相关补助)，仅证明承担项目，无产品/量产主张。可重启条件：披露该激光器产品销售或量产,驳回-证据不足,半导体湿法设备商；硅光命中为政府补助科目名'基于硅光通信的高功率半导体激光器'(与资产相关补助)，仅证明承担项目，无产品/量产主张。可重启条件：披露该激光器产品销售或量产,2026-07-26
艾森股份+ANY+688720__em_艾森股份_em__2025_2025年年度报告.pdf,艾森股份,ANY,扫描,CPO命中为先进封装光刻胶市场展望；自产电镀液/光刻胶面向半导体封装，语料内无光芯片/光模块客户自述，M3格下属相邻能力观察。可重启条件：光芯片制造或CPO封装客户披露,驳回-证据不足,CPO命中为先进封装光刻胶市场展望；自产电镀液/光刻胶面向半导体封装，语料内无光芯片/光模块客户自述，M3格下属相邻能力观察。可重启条件：光芯片制造或CPO封装客户披露,2026-07-26
芯导科技+MOD3+688230__em_芯导科技_em__2025_2025年年度报告.pdf,芯导科技,MOD3,扫描,TVS/防护器件应用于GPON/EPON终端设备端口保护，为下游应用列举，非树内光模块环节能力,驳回-非本格,TVS/防护器件应用于GPON/EPON终端设备端口保护，为下游应用列举，非树内光模块环节能力,2026-07-26
芯源微+ANY+688037__em_芯源微_em__2025_芯源微2025年年度报告.pdf,芯源微,EQ2,扫描,"""公司生产的化合物等小尺寸设备主要应用于4-8寸晶圆工艺，产品包括涂胶显影机、清洗机、去胶机等湿法类设备，可广泛应用于射频器件、功率器件、光通""",已入点,入1格:EQ2,2026-07-26
芯瑞达+D12+002983__em_芯瑞达_em__2025_2025年年度报告.pdf,芯瑞达,D12,扫描,D12命中'光引擎/光机组件'为AR眼镜MicroLED显示光机，异业撞词；M2a为LED外延释义,驳回-非本格,D12命中'光引擎/光机组件'为AR眼镜MicroLED显示光机，异业撞词；M2a为LED外延释义,2026-07-26
芯联集成+ANY+688469__em_芯联集成_em__2025_芯联集成电路制造股份有限公司2,芯联集成,ANY,扫描,VCSEL为释义表，'数据中心光模块'为MEMS振镜平台应用列举，MicroLED光通信为行业展望，AI数据中心光通信为系统方案领域列举。可重启条件：硅光/VCSEL/光通信芯片代,驳回-证据不足,VCSEL为释义表，'数据中心光模块'为MEMS振镜平台应用列举，MicroLED光通信为行业展望，AI数据中心光通信为系统方案领域列举。可重启条件：硅光/VCSEL/光通信芯片代工平台量产披露,2026-07-26
苏大维格+D7+300331__em_苏大维格_em__2025_2025年年度报告.pdf,苏大维格,D7,扫描,"EQ2存量点保留,草案质疑无光通信应用——存档待复核",已入点,"EQ2存量点保留,草案质疑无光通信应用——存档待复核",2026-07-26
英飞特+D12+300582__em_英飞特_em__2025_2025年年度报告.pdf,英飞特,D12,扫描,'光引擎'命中为LED光引擎释义表条目，主业LED驱动电源,驳回-非本格,'光引擎'命中为LED光引擎释义表条目，主业LED驱动电源,2026-07-26
茂莱光学+ANY+688502__em_茂莱光学_em__2025_2025年年度报告.pdf,茂莱光学,ANY,扫描,精密光学主业服务半导体检测/生命科学；光通信仅行业列举，空间激光通信物镜为研发项目（'目前在客户端验证'）。D7可重启条件：光通信/光模块用光学件量产订单披露,驳回-证据不足,精密光学主业服务半导体检测/生命科学；光通信仅行业列举，空间激光通信物镜为研发项目（'目前在客户端验证'）。D7可重启条件：光通信/光模块用光学件量产订单披露,2026-07-26
菲菱科思+ANY+301191__em_菲菱科思_em__2025_2025年年度报告.pdf,菲菱科思,ANY,扫描,交换机/接入网设备ODM/EMS：'光通信传输系统设备之接入网设备'为整机设备制造服务（超募项目在建），属系统设备商角色（EXT终端侧），树内无对应光模块环节格；亦未见光模块代工主,驳回-非本格,交换机/接入网设备ODM/EMS：'光通信传输系统设备之接入网设备'为整机设备制造服务（超募项目在建），属系统设备商角色（EXT终端侧），树内无对应光模块环节格；亦未见光模块代工主张,2026-07-26
蓝特光学+D7+688127__em_蓝特光学_em__2025_2025年年度报告.pdf,蓝特光学,D7,扫描,"(草案入点,全部格已在册)",已入点,"已在册1格,本轮确认",2026-07-26
蘅东光+ANY+920045__em_蘅东光_em__2025年年度报告.pdf,蘅东光,D9,扫描,"""报告期内，公司应用于400G、800G、1.6T光模块的无源内连光器件产品均已规模交付""",已入点,入1格:D9,2026-07-26
裕太微+MOD3+688515__em_裕太微_em__2025_2025年年度报告.pdf,裕太微,MOD3,扫描,以太网PHY芯片厂商，GPON命中为千兆光网行业建设统计叙述，非自家产品；PHY不在C5枚举,驳回-非本格,以太网PHY芯片厂商，GPON命中为千兆光网行业建设统计叙述，非自家产品；PHY不在C5枚举,2026-07-26
西安奕材+EQ1+688783__em_西安奕材_em__2025_2025年年度报告.pdf,西安奕材,EQ1,扫描,12英寸硅片厂，'外延设备基座、反应腔室改善设计'为自用外延设备的改良技术（用它者非造它者），且无硅光应用自述；若按材料格M1亦不符（M1限InP/GaAs）,驳回-非本格,12英寸硅片厂，'外延设备基座、反应腔室改善设计'为自用外延设备的改良技术（用它者非造它者），且无硅光应用自述；若按材料格M1亦不符（M1限InP/GaAs）,2026-07-26
豪威集团+C6+603501__em_豪威集团_em__2025_2025年年度报告.pdf,豪威集团,C6,扫描,引语'在智能眼镜（AR/XR/MR眼镜）、微型投影、汽车增强现实抬头显示（ARHUD）及全光通信传输网的波长选择开关（WSS）中已实现量产供应'——LCOS芯片确已量产供应光通信W,驳回-非本格,引语'在智能眼镜（AR/XR/MR眼镜）、微型投影、汽车增强现实抬头显示（ARHUD）及全光通信传输网的波长选择开关（WSS）中已实现量产供应'——LCOS芯片确已量产供应光通信WSS，但WSS/ROADM属光网络线路侧,2026-07-26
赛微电子+ANY+300456__em_赛微电子_em__2025_2025年年度报告.pdf,赛微电子,ANY,扫描,C4硅光仅'努力向硅光、射频、模拟等特色工艺技术进行延伸拓展'+服务客户列举含硅光子厂商，属拓展方向与客户名单，无硅光代工量产主张；EQ1/EQ2为释义表与专利名，EQ5键合机为自,驳回-证据不足,C4硅光仅'努力向硅光、射频、模拟等特色工艺技术进行延伸拓展'+服务客户列举含硅光子厂商，属拓展方向与客户名单，无硅光代工量产主张；EQ1/EQ2为释义表与专利名，EQ5键合机为自家MEMS产线所用设备(用它非造它)。可,2026-07-26
超颖电子+ANY+603175__em_超颖电子_em__2025_2025年年度报告.pdf,超颖电子,ANY,扫描,PCB厂；'资源向AI服务器板、车载高性能计算板、800G/1.6T光模块板等前沿领域倾斜'为发展战略/研发方向非量产供货主张。可重启条件:光模块板批量供货或收入披露(B1),驳回-证据不足,PCB厂；'资源向AI服务器板、车载高性能计算板、800G/1.6T光模块板等前沿领域倾斜'为发展战略/研发方向非量产供货主张。可重启条件:光模块板批量供货或收入披露(B1),2026-07-26
路维光电+C4+688401__em_路维光电_em__2025_路维光电2025年年度报告.p,路维光电,C4,扫描,掩膜版商；SiPh硅光子仅出现在募投项目'投产后产品将逐步覆盖'的未来清单及'向硅光芯片用掩膜版延伸'的布局语，CPO段为行业需求叙述；现供货为90-28nm半导体掩膜版无光子应用,驳回-证据不足,掩膜版商；SiPh硅光子仅出现在募投项目'投产后产品将逐步覆盖'的未来清单及'向硅光芯片用掩膜版延伸'的布局语，CPO段为行业需求叙述；现供货为90-28nm半导体掩膜版无光子应用自述。可重启条件：硅光/光芯片用掩膜版实,2026-07-26
迅捷兴+B1+688655__em_迅捷兴_em__2025_2025年年度报告.pdf,迅捷兴,B1,扫描,'布局服务器光模块等业务，助推HDI业务实现快速增长'+'完成任意互联HDI结构的800G光模块PCB、1.6T光模块PCB技术研发'——技术研发已完成、业务在增长，但无明确量产/,已入点,已入点:P065@B1在册;投关表2026-07-03再述800G/1.6T光模块PCB技术研发完成,2026-07-30
通宇通讯+ANY+002792__em_通宇通讯_em__2025_2025年年度报告.pdf,通宇通讯,ANY,扫描,"营业收入构成含'光模块3,982,733.91（0.36%）'独立产品段并附成本毛利，确证光模块生产销售（体内光为通信），但语料未披露模块类型/速率，MOD1/MOD3归格不明且规",已入点,"营业收入构成含'光模块3,982,733.91（0.36%）'独立产品段并附成本毛利，确证光模块生产销售（体内光为通信），但语料未披露模块类型/速率，MOD1/MOD3归格不明且规模萎缩(-28.26%)。需补充产品口径",2026-07-26
通富微电+ANY+002156__em_通富微电_em__2025_2025年年度报告.pdf,通富微电,ANY,扫描,'在光电合封（CPO）领域的技术研发也取得阶段性进展，研发产品已通过可靠性测试，已进入量产导入阶段'——状态介于研发与量产（量产导入≠量产），且格归属待定（封测代工做CPO合封：P,已入点,'在光电合封（CPO）领域的技术研发也取得阶段性进展，研发产品已通过可靠性测试，已进入量产导入阶段'——状态介于研发与量产（量产导入≠量产），且格归属待定（封测代工做CPO合封：P1还是D12）。建议补充问询后定：若判在,2026-07-26
通鼎互联+ANY+002491__em_通鼎互联_em__2025_2025年年度报告.pdf,通鼎互联,ANY,扫描,主营板块列举含'光通信器件设备'但全篇无具体器件型谱/量产/收入表述(全文'光模块'0次)；光纤预制棒/光纤/光缆不占格(线缆集团为EXT端点)。可重启条件:具体光器件产品与量产披,驳回-证据不足,主营板块列举含'光通信器件设备'但全篇无具体器件型谱/量产/收入表述(全文'光模块'0次)；光纤预制棒/光纤/光缆不占格(线缆集团为EXT端点)。可重启条件:具体光器件产品与量产披露,2026-07-26
金海通+ANY+603061__em_金海通_em__2025_2025年年度报告.pdf,金海通,ANY,扫描,光通信设备（固晶机/耦合设备）主体为参股投资标的猎奇智能（'公司已参股投资了5家公司…（2）光通信和半导体设备提供商——猎奇智能'），参股标的能力≠自家主张；自家主业IC测试分选机,驳回-证据不足,光通信设备（固晶机/耦合设备）主体为参股投资标的猎奇智能（'公司已参股投资了5家公司…（2）光通信和半导体设备提供商——猎奇智能'），参股标的能力≠自家主张；自家主业IC测试分选机无光通信应用自述。可重启条件：猎奇智能并,2026-07-26
金百泽+ANY+301041__em_金百泽_em__2025_2025年年度报告.pdf,金百泽,ANY,扫描,待补证：需光模块PCB批量供货或收入佐证方可入B1,已入点,已入点:P189@B1在册(800G小批量交付),2026-07-30
金禄电子+ANY+301282__em_金禄电子_em__2025_2025年年度报告.pdf,金禄电子,ANY,扫描,光模块命中为算力基础设施下游应用列举，无自家光模块PCB出货主张。可重启条件：光模块PCB量产/客户披露,驳回-证据不足,光模块命中为算力基础设施下游应用列举，无自家光模块PCB出货主张。可重启条件：光模块PCB量产/客户披露,2026-07-26
铭普光磁+D1+002902__em_铭普光磁_em__2025_2025年年度报告.pdf,铭普光磁,D1,扫描,"""光器件系列产品包括TOSA、BOSA、TriOSA、QOSA和ComboBOSA；光模块系列产品涵盖传送网、有线接入网、4G/5G无线网、数""",已入点,"入3格:D1,D3,MOD1",2026-07-26
银河微电+EQ2+688689__em_银河微电_em__2025_2025年年度报告.pdf,银河微电,EQ2,扫描,ICP刻蚀命中为自家SiC器件制程技术（使用刻蚀设备），非设备制造，且非光通信,驳回-非本格,ICP刻蚀命中为自家SiC器件制程技术（使用刻蚀设备），非设备制造，且非光通信,2026-07-26
锐捷网络+ANY+301165__em_锐捷网络_em__2025_2025年年度报告.pdf,锐捷网络,ANY,扫描,待补证：需自产制造或代工来源披露方可入MOD1；LPO/CPO命中为释义表,已入点,已入点:P187@MOD1在册(自研400G LPO规模量产交付),2026-07-30
长光华芯+C1+688048__em_长光华芯_em__2025_2025年年度报告.pdf,长光华芯,C1,扫描,"(草案入点,全部格已在册)",已入点,"已在册3格,本轮确认",2026-07-26
长川科技+EQ6+300604__em_长川科技_em__2025_2025年年度报告.pdf,长川科技,EQ6,扫描,IC测试机/分选机/晶圆AOI面向长电、华天、通富微电等封测客户，无光通信应用自述，按EQ加严为相邻能力观察。可重启条件:光芯片/光模块测试(ATE/老化)应用或光通信客户自述,驳回-证据不足,IC测试机/分选机/晶圆AOI面向长电、华天、通富微电等封测客户，无光通信应用自述，按EQ加严为相邻能力观察。可重启条件:光芯片/光模块测试(ATE/老化)应用或光通信客户自述,2026-07-26
长电科技+ANY+600584__em_长电科技_em__2025_江苏长电科技股份有限公司202,长电科技,ANY,扫描,D12硅光引擎'已完成客户样品交付并通过验证'=送样阶段；CPO解决方案为能力宣称无量产/出货锚。可重启条件：硅光引擎/CPO封装量产或批量订单披露,驳回-证据不足,D12硅光引擎'已完成客户样品交付并通过验证'=送样阶段；CPO解决方案为能力宣称无量产/出货锚。可重启条件：硅光引擎/CPO封装量产或批量订单披露,2026-07-26
长盈通+C4+688143__em_长盈通_em__2025_2025年年度报告.pdf,长盈通,C4,扫描,"(草案入点,全部格已在册)",已入点,"已在册2格,本轮确认",2026-07-26
长芯博创+C4+300548__em_长芯博创_em__2025_2025年年度报告.pdf,长芯博创,D9,扫描,"""应用于电信市场的产品包括用于光纤到户网络的PLC光分路器和光纤接入网（PON）光收发模块、用于骨干网和城域网密集波分复用（DWDM）系统的阵""",已入点,入1格:D9,2026-07-26
长飞光纤+ANY+601869__em_长飞光纤_em__2025_长飞光纤光缆股份有限公司202,长飞光纤,MOD1,扫描,"""除空芯光纤外，公司亦推出包括多芯光纤、高品质多模光纤、800G/1.6T高速光模块、绿色布线系统等产品与服务在内的综合解决方案，为智算中心提""",已入点,入1格:MOD1,2026-07-26
阿石创+ANY+300706__em_阿石创_em__2025_2025年年度报告.pdf,阿石创,M3,扫描,"""专业从事PVD镀膜材料的研发、生产与销售，自主研发了超200款镀膜材料，已构建涵盖溅射靶材、蒸镀材料和镀膜配件等全品类PVD镀膜材料产品体系""",已入点,入1格:M3,2026-07-26
阿莱德+ANY+301419__em_阿莱德_em__2025_2025年年度报告.pdf,阿莱德,ANY,扫描,候选B2（散热）：华工正源（全球TOP10光模块商）为长期合作客户，液冷散热器件/导热界面材料现有产品线明确，但光模块专用导热凝胶为2026'将推出新一代'表述，且导热界面材料是否,已入点,已入点:P191@B2在册(组合证据),2026-07-30
震有科技+ANY+688418__em_震有科技_em__2025_2025年年度报告.pdf,震有科技,ANY,扫描,通信系统设备商(EXT系统设备商角色)：光模块出现在'原材料采购范围涵盖…光模块'=买方；GPON为释义表；800G/1.6T为行业描述,驳回-非本格,通信系统设备商(EXT系统设备商角色)：光模块出现在'原材料采购范围涵盖…光模块'=买方；GPON为释义表；800G/1.6T为行业描述,2026-07-26
顺络电子+B2+002138__em_顺络电子_em__2025_2025年年度报告.pdf,顺络电子,B2,扫描,B2命中为精密陶瓷系列'可穿戴陶瓷外壳'(消费电子异业撞词)，非光模块结构件；主业电感/磁性器件不占格,驳回-非本格,B2命中为精密陶瓷系列'可穿戴陶瓷外壳'(消费电子异业撞词)，非光模块结构件；主业电感/磁性器件不占格,2026-07-26
骏亚科技+ANY+603386__em_骏亚科技_em__2025_骏亚科技：2025年年度报告.,骏亚科技,ANY,扫描,B1候选：'光模块HDI产品…打样交付'仅样品阶段，批量业务表述为'推进…光模块…领域PCB开发'；AOI为子公司自购设备。可重启条件：光模块PCB批量订单/量产交付披露,驳回-证据不足,B1候选：'光模块HDI产品…打样交付'仅样品阶段，批量业务表述为'推进…光模块…领域PCB开发'；AOI为子公司自购设备。可重启条件：光模块PCB批量订单/量产交付披露,2026-07-26
骏成科技+EQ6+301106__em_骏成科技_em__2025_2025年年度报告.pdf,骏成科技,EQ6,扫描,LCD/LCM显示模组企业，AOI命中为释义表条目（自动光学检测设备定义），属显示制造检测语义撞词,驳回-非本格,LCD/LCM显示模组企业，AOI命中为释义表条目（自动光学检测设备定义），属显示制造检测语义撞词,2026-07-26
鸿利智汇+ANY+300219__em_鸿利智汇_em__2025_2025年年度报告.pdf,鸿利智汇,ANY,扫描,LED封装厂商，命中'LED普光器件'为照明/植物灯珠研发，撞词,驳回-非本格,LED封装厂商，命中'LED普光器件'为照明/植物灯珠研发，撞词,2026-07-26
鹏鼎控股+ANY+002938__em_鹏鼎控股_em__2025_2025年年度报告.pdf,鹏鼎控股,ANY,扫描,引语'汽车\服务器用板及其他用板主要应用于传统及电动汽车、服务器、光模块等行业。公司近年来加快了对汽车及AI服务器、光模块等AI数据中心市场的开拓，相关产品已经和正在陆续获得国内外,已入点,已入点:P188@B1在册(1.6T光模块PCB已供货;互动易2026-06-12复证),2026-07-30
麦捷科技+ANY+300319__em_麦捷科技_em__2025_2025年年度报告.pdf,麦捷科技,ANY,扫描,'切入光模块领域'实为迷你化光模块电源供电模组/BIAS-TEE模组已向头部光模块客户小批量供货——电源模组与电感/滤波器在39格骨架无对应格（C5枚举不含电源芯片）；MEMS光通,驳回-非本格,'切入光模块领域'实为迷你化光模块电源供电模组/BIAS-TEE模组已向头部光模块客户小批量供货——电源模组与电感/滤波器在39格骨架无对应格（C5枚举不含电源芯片）；MEMS光通信器件为推进复用表述。建议作相邻观察记录,2026-07-26
鼎通科技+ANY+688668__em_鼎通科技_em__2025_2025年年度报告.pdf,鼎通科技,ANY,扫描,通讯连接器/冷板/笼子（OSFP cage）厂商，命中均为行业展望；连接器笼体不属树内39格（非D9光纤阵列/MPO，非B2光模块结构件），且无光模块部件供货自述,驳回-非本格,通讯连接器/冷板/笼子（OSFP cage）厂商，命中均为行业展望；连接器笼体不属树内39格（非D9光纤阵列/MPO，非B2光模块结构件），且无光模块部件供货自述,2026-07-26
龙图光罩+ANY+688721__em_龙图光罩_em__2024_深圳市龙图光罩股份有限公司20,龙图光罩,ANY,扫描,半导体掩模版商，'光芯片用掩模版产品研发…研发完成，国内领先，应用于生产'为自家主张，候选格M3（光刻耗材）；卡点：一是研发完成≠披露出货/订单，二是'光芯片'未明确光通信用途，三,驳回-证据不足,"驳回-证据不足:光芯片用掩模版研发完成≠出货/订单披露,且光芯片未明确光通信用途;口径注记:掩模版可入M3光刻耗材(同路维光电先例),可重启:出货/订单披露",2026-07-30
星网锐捷+MOD1+qa2026-05,星网锐捷,MOD1,人工,"""互动易对3.2T NPO三连问全部模板回复(详见定期报告)""",驳回-碰撞,"并表子公司锐捷网络自研光模块已入册P187,母公司不重复立点;董秘拒答量产状态",2026-07-27
通富微电+CPO+qa2026-07,通富微电,P1,人工,"""互动易2026-07多轮CPO提问均模板回复(扇出/Chiplet布局,详见年报)""",已入点,"维持待判:年报量产导入阶段无新证,互动易核查无增量;待半年报",2026-07-27
通宇通讯+MOD+qa核查,通宇通讯,ANY,人工,互动易问答0条(公司页自示暂无数据),已入点,"维持待判:互动易渠道无数据;年报营收段光模块398万元实证在,待e互动/半年报补型号",2026-07-27
立昂微+C2+eqa核查,立昂微,C2,人工,"e互动7条已核查(硅片认证/FRD/股价),无数通VCSEL出货问答",驳回-证据不足,"驳回-证据不足:数通口径两处矛盾(产品介绍列数据中心光互联vs经营讨论仅850-1060nm/10Gbps支撑),e互动无相关问答;可重启:数通VCSEL出货披露",2026-07-30
沪硅产业+M1+eqa核查,沪硅产业,M1,人工,"e互动7条已核查(300mm正片率为主);另董秘明答""不投资磷化铟砷化镓衬底""",已入点,"已入点:P196@M1(投关表:12寸SOI中试线建成,客户认证+小批量供应,硅光主要应用场景);M1格扩SOI后结构议题消解",2026-07-30
迅捷兴+B1+eqa核查,迅捷兴,B1,人工,"e互动4条已核查(层数/客户保密),无光模块PCB量产问答",已入点,已入点:P065@B1在册;投关表2026-07-03再述800G/1.6T光模块PCB技术研发完成,2026-07-30
龙图光罩+M3+eqa核查,龙图光罩,M3,人工,"e互动仅1条(股东人数),无业务问答",驳回-证据不足,"驳回-证据不足:光芯片用掩模版研发完成≠出货/订单披露,且光芯片未明确光通信用途;口径注记:掩模版可入M3光刻耗材(同路维光电先例),可重启:出货/订单披露",2026-07-30
天岳先进+M4+eqa核查,天岳先进,M4,人工,"e互动7条已核查(SiC良率/份额),无激光器散热衬底细分问答",驳回-非本格,"驳回-非本格:半绝缘SiC衬底用于高功率激光器芯片散热层且批量出货,但高功率激光器属工业激光非光模块光源;可重启:光模块激光器散热证据",2026-07-30
美迪凯+D7+eqa核查,美迪凯,D7,人工,e互动答复0条,驳回-证据不足,"驳回-证据不足:法拉第旋光片明答非业务板块(2025-11-28);微透镜阵列/半导体光学供AR/MR等,无光通信应用自述;相邻能力观察",2026-07-30
